"","logFC","logCPM","PValue","FDR"
"HLA-DQB1_2",0.68364301814127,4.24544206604402,0.647549926428283,0.777929569932797
"FNBP1L",-0.120895957865233,3.82903532597393,0.64756912382113,0.777929569932797
"SEC61G",-0.173149864749481,4.83689000939354,0.6479867196394,0.778373410830303
"ASPHD1",-0.238947835636219,0.310124538250695,0.64863834791069,0.779098288949174
"IGHA1_1",0.515938565361142,0.495466674038282,0.648711293936767,0.779128039030479
"THAP7",0.148926177827202,4.25850960938844,0.648979857296994,0.779392711436729
"LOC100996497",-0.163221158850248,2.26352007034765,0.649044095575402,0.779411978439549
"C1orf85",-0.17171252065453,5.12264930307093,0.649159955571582,0.779493228504873
"MAP1LC3B2",-0.151442901863321,1.83077563163088,0.64941750055359,0.779744585266364
"CCNJ",-0.0914591804126158,4.32171304422971,0.649601044332861,0.779887164173546
"MTRNR2L10",-0.484941073413612,2.48850640099809,0.649669919557031,0.779887164173546
"ATP6V1F",-0.116186298720478,5.93118594671553,0.649707048909439,0.779887164173546
"CCDC22",0.109131165788549,5.15528819042378,0.649729146853214,0.779887164173546
"GNS",0.162092825096644,7.91616107226229,0.64979125770092,0.779903831047891
"CHMP1B",0.0754295664856075,6.59884344289018,0.649883384941157,0.779956519574649
"NFKB2",-0.131726246718344,7.13132873321359,0.650160304673197,0.780178365622753
"ERLEC1",-0.119064668053246,6.29041880565581,0.650164718865807,0.780178365622753
"PRIMPOL",0.103432532172965,3.96458282365523,0.650270136200904,0.780246968588887
"LOC100287896",0.133225477457692,2.4761345996635,0.65033840413897,0.780270989816413
"USE1",0.110146220945189,4.08489943021449,0.650859236016414,0.780804401911152
"DCAF4",-0.127045039334513,4.07103712429013,0.650879553683171,0.780804401911152
"RANBP3",0.0816100509322892,6.29410872649016,0.651239132705609,0.781164018785095
"DTX3L",0.132282585717126,7.14428216455338,0.651275937749162,0.781164018785095
"TMIGD2",-0.291671811009268,2.4130404462079,0.651341709347254,0.78118496911627
"PNISR",-0.145883900262636,8.69595671206375,0.651457787779818,0.781266247235834
"VPS13C",-0.12036541507249,8.21512319259369,0.651581885254839,0.7813571294929
"LOC155060",0.142607671338408,4.15464824375389,0.651883891248177,0.781661324925152
"LOC101060181",0.205077442386077,1.9489998433389,0.652075450102253,0.781780680984658
"VPS13A",0.125748746596089,6.85025684543252,0.65208011413567,0.781780680984658
"ZYX",0.117220998987147,7.86477973493712,0.652159301534176,0.781817659333632
"C4orf33",0.107703353874361,3.61725503114478,0.652369788122898,0.782012023832444
"FHL2",-0.239556958266857,4.42514225421917,0.652619246016995,0.78219847372396
"PSMB5",-0.111142659671693,5.40739803317033,0.652622063193012,0.78219847372396
"CEP68",-0.0897004672403522,5.88408562288784,0.652745198190608,0.782288079527087
"C17orf100",-0.161785684096889,2.06967164834294,0.652816983774977,0.782313432435741
"MUSTN1",0.194297126501526,1.01651874532574,0.652863101913972,0.782313432435741
"SNORD45A",-0.317853531918587,0.677497640475241,0.652979621731486,0.782359193297005
"LOC101927471",0.200326598935837,0.434191387152277,0.652998045456528,0.782359193297005
"MRPL45P2",-0.175653815555271,0.988269168590766,0.653108337771901,0.782433368282627
"WAS",0.0926058412283849,7.07156434970476,0.653217838910575,0.782492488637417
"DNTTIP1",-0.0987288615400559,4.66722451965551,0.653254457648637,0.782492488637417
"RP11-1072A3.2",-0.15893637406693,1.54766392336635,0.653769497710054,0.783051423268182
"IGLV2-11",-0.379112848797725,6.86047699456906,0.65385018967737,0.78309007386969
"LGALS3",-0.177426684853513,6.03726859462884,0.65410438250798,0.783231358435876
"MRE11A",-0.0968004547497095,5.61161054557724,0.654107536195123,0.783231358435876
"HLA-B_2",0.456972502415647,3.9087370700677,0.654150755723203,0.783231358435876
"IL6ST",0.097958120521643,9.16515388596614,0.654161882166299,0.783231358435876
"LOC102723845",0.189431558384626,0.754918124894767,0.654228203644906,0.783252776824506
"LOC100506870",0.204436747278052,-0.0552028128680671,0.654490355102791,0.78333192374289
"ANKRD34A",0.183980293921341,1.49847992155337,0.654490610654223,0.78333192374289
"PCBP1",0.0837784895600245,8.59664034107564,0.654496930918563,0.78333192374289
"VPS8",-0.0987893865625915,5.8243550225104,0.654515010972241,0.78333192374289
"FAM198A",-0.2061944666588,1.59163674016546,0.654559906334707,0.78333192374289
"BBS9",0.11795356586785,4.08814337717122,0.654584938007755,0.78333192374289
"PRDM4",-0.07785654100554,5.65951406933338,0.654730803869179,0.783422496083151
"VANGL1",0.1143364244683,3.91608510255141,0.65478278956205,0.783422496083151
"ZNF818P",-0.178411819197096,4.1372435801075,0.654805953472419,0.783422496083151
"IGHV3-11",0.363880925571835,0.446983222894276,0.654868189409302,0.783438996828468
"UBR3",0.0898725300448877,6.14550492445537,0.65495622738925,0.783457521715289
"FAIM2",-0.450980879849585,2.36626110753484,0.654980564778055,0.783457521715289
"RBM15B",0.0811822275987966,6.00196194613148,0.655078907362053,0.7835172021196
"TBX19",0.141013044102184,2.75134521210547,0.655990138228847,0.784549069326794
"ZNF451",-0.0921072428553641,6.29807490431692,0.656104018103199,0.784582834913513
"C1orf106",-0.284802068419251,-0.15068976426138,0.656149721047113,0.784582834913513
"RP1-234P15.4",0.268970917269092,-0.111237725279521,0.65620034060982,0.784582834913513
"TMEM57",-0.0844656886855718,5.37504174300752,0.656212430437804,0.784582834913513
"LOC100289561",-0.304621913823329,-0.179078122490184,0.656356363632148,0.784696910819775
"F8A1",-0.150391874246898,2.47559301002564,0.656553507491211,0.784796457277237
"TMEM261",0.114989157120778,4.85842386142504,0.65655617926383,0.784796457277237
"TNPO2",0.077058595121532,6.77540924589201,0.656602344573321,0.784796457277237
"FBXL22",-0.202483066181919,0.830561890131323,0.656633741245257,0.784796457277237
"MPST",0.154478115769611,3.82099889328445,0.656798232115662,0.784935043583689
"CMAS",-0.0970371648985477,5.13096150864688,0.656995796460931,0.785047311493114
"TMEM30A",0.0843054029326742,8.02123900607563,0.656998197391831,0.785047311493114
"ARHGAP22",0.181805582970532,2.88286166012326,0.65706548091457,0.785047311493114
"SUCLG2",0.0929883688030357,6.54839088689546,0.657086347289809,0.785047311493114
"ZNF780A",-0.124480241460217,5.25187884552996,0.657218044556976,0.785145302147573
"B4GALNT3",-0.345556332443404,0.957047081087015,0.657265465030537,0.785145302147573
"PBX2_6",0.416635368322276,0.50193351705984,0.657815374980732,0.78571740575721
"PPM1E",-0.253516847943566,0.624808547617787,0.657841557874884,0.78571740575721
"NKAPP1",-0.134616899168224,1.69255256328449,0.658028914262727,0.785883140200636
"DHRS3",-0.259772233063028,5.15873975589187,0.658478093384722,0.786211893443041
"CLSTN1",-0.0809993497354465,7.53397113841424,0.658549882541173,0.786211893443041
"FXYD7",0.316127389162974,0.440229152021532,0.658551230557533,0.786211893443041
"C7orf55",0.233916707012719,0.196407328058583,0.65857504809621,0.786211893443041
"TRA2A",-0.10246451584398,6.90274482620539,0.658581892667692,0.786211893443041
"GMEB2",-0.0963691583671683,4.85999075116719,0.658595876853381,0.786211893443041
"EXOC1",-0.0799347700967247,6.08244817749331,0.658762376338373,0.786352609251858
"NIPAL2",-0.0957125161980372,5.41829940851285,0.658845952035434,0.786394326984798
"MED16_1",0.566550795629802,1.49292970372759,0.658905942025001,0.786407888887699
"LOC283887",0.277627535595464,0.418595845104392,0.659421338264843,0.786964938559445
"RP5-1074L1.1",-0.234755041782781,0.01413343664634,0.659734179164613,0.787256746080458
"MCMDC2",-0.196549758364029,0.652763640822494,0.659763212937698,0.787256746080458
"SLC50A1",-0.0887915617733925,5.24391967693085,0.659858765057777,0.787298082575637
"GMDS-AS1",0.137360178752753,1.73425189302918,0.659895220709422,0.787298082575637
"IQCG",-0.104652826738704,3.53976769156705,0.659982074391655,0.787343619582609
"SYTL2",-0.133496502031533,5.15939888125212,0.660138713467122,0.787444622852007
"DNAJC16",-0.0981900429014671,5.24688670359692,0.660164122967321,0.787444622852007
"EMC3",-0.0929932659613229,5.15143682088594,0.660816677548848,0.788164857977724
"ZNF384",0.0792167019097476,6.5140817249319,0.660946317699073,0.788261345857625
"STX17",0.0935304141640686,6.01324853154628,0.661400031163427,0.78874428906238
"FLT3",0.140698115039681,5.0158557774826,0.661451646296146,0.788747679096097
"TNRC6A",-0.105549695532186,6.91033076121241,0.661524167570029,0.788775996309261
"ALOX15B",-0.495904193645584,3.00706975258022,0.66161230079435,0.788822923064451
"KCNJ11",0.290589520679754,1.18032060889781,0.661854205395731,0.789053166948748
"TCEANC",-0.122428931557523,3.30138141545572,0.661917412967308,0.789063079800734
"ZNF620",0.13812382773539,1.86535861262398,0.661960104109359,0.789063079800734
"MED31",-0.120594147771201,2.51756630684232,0.662436090236959,0.789572262036564
"LOC102724483",-0.202207742673237,0.846777587906501,0.663157686758682,0.790374096120673
"ZNF48",-0.107697224501142,3.58707190759228,0.66326055809149,0.790438448449194
"DNAH1",0.141768928166756,5.99512486769964,0.663497010366472,0.790661974183671
"LOC646719",-0.126537403538028,5.02807049286585,0.663596469841527,0.790722230347567
"SNX11",-0.0898934601372844,5.44064501039041,0.664002241581832,0.791108189715757
"CHD6",-0.0976130682903673,6.61875528009515,0.664018214642696,0.791108189715757
"NPPA",-0.262084731187915,-0.131974065082586,0.664125377237076,0.791159969918349
"FBXW2",0.0790437205202481,7.09257164682516,0.664159519639593,0.791159969918349
"LYRM5",-0.0964935221009859,4.18169585284916,0.664262856526183,0.791224785721546
"E2F6",-0.108666495721694,3.3444771778396,0.664613122116435,0.791547289912628
"MICAL1",-0.110316936333026,7.65377227468194,0.664631501961636,0.791547289912628
"LOC101928621",0.187477839970521,1.67545742378011,0.664929864637199,0.79180283670643
"AC091729.9",0.173639814333945,2.45400356521619,0.664943997360254,0.79180283670643
"PSTK",-0.137250453256554,1.45194667664694,0.66502240339514,0.791837896311751
"GGT7",0.142763869201337,4.89603058506796,0.665156341587444,0.791939067669304
"SMYD5",-0.0852986294002403,5.05077385705911,0.665370215116538,0.792135388609
"TMOD4",-0.274594357459446,1.37344462275262,0.665431539546491,0.792150081527114
"IGKV1D-16",0.296662356300083,2.6528940550297,0.66560751090119,0.792301241446639
"DOK1",0.10617303123056,5.09944253246849,0.665925308382185,0.79262118842693
"HERC2P2",-0.170269310554963,4.95569516531561,0.666083556587755,0.792730623714726
"COPS7A",0.0789157534556352,5.83455318336563,0.666115288502314,0.792730623714726
"ZNF664",-0.0769385697103698,6.59827789249199,0.66680751351168,0.793496034474679
"MFHAS1",0.0920282359749981,6.37147151525226,0.666864582134893,0.793505556786512
"TRIM23",-0.0822672273348926,4.8344851611384,0.666914403006687,0.793506454195419
"PHACTR1",-0.163129632028,5.35342858161918,0.667060179019014,0.79362151218241
"ZNF672",0.0965826644502914,5.38265931997715,0.667139943755239,0.793658023422813
"GRIK3",-0.176851198735038,0.959880579785487,0.667433858646014,0.793949272675494
"CREB3",0.0914088687670493,5.00287366566894,0.667640590213233,0.794136777355723
"HSPB6",0.22015610681802,2.93743367519637,0.667853440519131,0.794331531961123
"FLJ27354",-0.184373490872928,0.789060770311168,0.668059197317427,0.794517821666233
"HSD17B11",-0.11401517216748,6.19030663740897,0.668188686743784,0.794613386426978
"PPP2R2D",0.0766581749575699,5.40726929721589,0.668588021683867,0.795029815196434
"SNORD10",0.174361785034997,2.27506001169023,0.66886278400884,0.79529806212712
"MORN2",0.183157848768457,1.68911007112803,0.669076727107327,0.795493959033943
"TRIP11",-0.102091195852281,6.0922734452988,0.669174389410609,0.795551586087508
"C8orf44",0.15119623220277,2.00695935653475,0.669356959786523,0.795710140669483
"ARID1B",0.0949811968251731,7.15449737250584,0.670133522796956,0.796574739483453
"IGKV1-39",-0.321736974510965,5.29441044399145,0.670196405194603,0.796590935234979
"IRF2",-0.0968282016121095,6.9419965747309,0.670350640860467,0.79671570250573
"UBE4B",-0.0818395739752641,6.15925358169567,0.670647530804976,0.797009984434014
"NFIL3",0.125655759086872,4.36072225546277,0.670934508479953,0.797292444054508
"FOXP1",-0.107527490140384,6.69035058486449,0.671008591424036,0.797310370071636
"EFCAB11",0.118752454860128,2.52567067882246,0.671048197319134,0.797310370071636
"RP1-224A6.3",0.258898216011776,-0.0297879240435981,0.671304312600626,0.797556078708296
"SERHL2",-0.150953903205595,2.27128620693154,0.671629714409066,0.797884062397959
"ZNF132",0.124295901813564,2.87007615996421,0.671791188473478,0.797982189975839
"CBFA2T2",0.100164079325853,5.73224624168615,0.671811001516266,0.797982189975839
"EMC1",0.0772737013334462,5.78362051441092,0.67199465976316,0.798141718396727
"ZNF3",0.0764839705509297,5.08729952754783,0.672060120277769,0.798160847846961
"CISD2",-0.107913464445283,4.33289850222091,0.672217493742061,0.798245170883197
"P2RX4",-0.135406772579441,4.99921547102055,0.672229840604642,0.798245170883197
"ABL2",-0.0879661140209149,5.15729127028691,0.672282234846898,0.798248774004701
"UNC45A",-0.0811705152411745,6.20392127552329,0.672579362172479,0.798542944354551
"IL12B",-0.247080458991428,0.26294026053739,0.672848985537019,0.798785521226482
"LYPD3",-0.170033480592679,2.1210956535476,0.672968497023225,0.798785521226482
"XPC",-0.0743614701845588,6.55746176599786,0.673053768176976,0.798785521226482
"FKTN",-0.101340277853215,4.97327017316909,0.673090771014081,0.798785521226482
"ERI2",-0.129078257891692,3.49155661993915,0.673094958796355,0.798785521226482
"LINC01184",-0.114397407475584,4.02471500550972,0.673120459951409,0.798785521226482
"FAM122A",-0.0783914652297251,5.32757010668553,0.673129426371166,0.798785521226482
"IGKV3D-15",0.269417870743318,3.19838863831966,0.673239975148977,0.79885808776207
"MIR378I",-0.159622440603572,3.34472892688118,0.673405999532017,0.798996465475552
"PIN4",0.115671365010265,3.70666357450263,0.673606810267259,0.799137761476026
"CCDC144B",-0.261735896089511,2.13918556202603,0.673623915683971,0.799137761476026
"PIAS2",0.0884162550604989,5.25607296303944,0.673731223392144,0.799206436198765
"TIA1",-0.0982358600835376,7.66734830141051,0.673803204497857,0.799233198117893
"CYB5D1",-0.0939893138342042,4.0149160519937,0.673898074512462,0.799268408235037
"ND5",0.162553763572727,11.1937084619992,0.673931734769538,0.799268408235037
"HIST1H1E",-0.375155609218031,0.673124596052391,0.674097003928949,0.799405789216027
"WDR83OS",-0.0933968243387283,5.10118413887229,0.674173010076968,0.79943466152515
"LOC102723820",0.210860843181155,0.138362288884577,0.674302104539524,0.79943466152515
"TSGA10",-0.175186938260265,2.16899948531866,0.674330381310596,0.79943466152515
"VPS9D1-AS1",0.194964672880896,1.98750598335746,0.674332472974735,0.79943466152515
"LYZ",-0.138388296085856,10.0195164377034,0.674368516728055,0.79943466152515
"FAM188A",-0.0869409301254836,5.00288988918979,0.674724817477306,0.799798412976837
"LOC728024",0.133910219202052,1.25695716916181,0.674991862039752,0.799838763199746
"LOC101929243",-0.206428473900096,0.637109358553969,0.674993742671775,0.799838763199746
"EPSTI1",-0.157764853583057,6.28931559998287,0.675029417347878,0.799838763199746
"IMMP2L",0.11964036386923,2.59111847259541,0.675032818005014,0.799838763199746
"FBXW11",0.0729822801748053,6.31500883779549,0.675034014066734,0.799838763199746
"SOX30",-0.223878551907369,0.303608177154212,0.675055607155165,0.799838763199746
"SHC1",0.0727504176409133,6.66757570136097,0.675186260453157,0.799884653886128
"WDR74",-0.0892319565860359,4.94700832945981,0.675193260586169,0.799884653886128
"RPL41",-0.136279488088915,6.80501813137199,0.675376409128633,0.800043018490203
"NSDHL",-0.096217194530221,3.8621327365187,0.675455533982616,0.800078143672956
"ADAMTSL5",0.234840339315969,0.456112944508857,0.675804204101643,0.80043251711819
"KCNK5",-0.143625733941994,3.39139500365087,0.675991498436726,0.800595716786432
"CCRN4L",-0.147462600461022,2.14339981850906,0.676089444037593,0.800653082086698
"ZNF432",-0.105048444676186,3.25995993599252,0.676304125952392,0.800794856866682
"C1orf226",-0.167313212468921,0.828312368631567,0.676308196579591,0.800794856866682
"C3AR1",-0.219199581417468,5.33917908007988,0.676409780333008,0.800856502492526
"CUL9",-0.0813335502285665,6.40916053975061,0.676636986413963,0.801014141051332
"DLEC1",0.130040040090124,2.1719511174249,0.676720711832167,0.801014141051332
"EEF2",-0.0886812970737111,11.1074360779708,0.676730028915408,0.801014141051332
"DNAJC5",0.0815085253446625,6.82090142970689,0.676746778028835,0.801014141051332
"STAG3L4",0.120348750910779,3.11812779731979,0.676790577747057,0.801014141051332
"NPIPB15",-0.302637937452604,1.89613043059905,0.676862056347087,0.801032912226283
"ZNF423",-0.12216416543504,3.12573763321791,0.676905502008681,0.801032912226283
"TRERF1",-0.0827101801231578,5.83130628042958,0.676965789459936,0.801045638921935
"TMEM183B",-0.161829371240847,1.96787177767753,0.677085037618957,0.801128126161383
"NFXL1",-0.0945372754302007,4.03198983534506,0.677215146994673,0.801195442777094
